BUDGET,POPULARITY,REVENUE,VOTE_AVERAGE,VOTE_COUNT,release_year,release_month
11000000,16.042,62076141,7.3,2377,2015,10
30000000,11.044,57814445,5.6,712,2016,3
6000000,10.032,4000000,7.9,362,1980,4
10000000,12.533,44460850,6.3,208,2001,1
30000000,17.285,64352607,6.4,1969,2009,1
24000000,15.282,87135520,6.6,1141,2003,2
13000000,11.49,1646788,5.9,115,2016,5
70000000,12.032,19924033,4.4,225,2002,9
24000000,14.293,64414761,6.8,1826,2016,12
5000000,9.792,2152738,7.1,1100,2016,11
35000000,12.539,14431253,5.3,596,2015,5
44000000,11.281,22754725,5.5,207,1996,2
55000000,15.532,152263880,6.0,2050,2010,8
18000000,16.535,20275812,6.9,705,2013,12
6000000,17.029,70136369,7.7,3189,1986,11
40000000,11.779,19726050,5.4,279,1994,8
2000000,11.78,2340110,5.2,448,2008,1
6000000,10.778,39846344,6.7,723,1980,7
40000000,14.029,38172500,6.8,545,1998,5
26000000,13.53,43318349,6.9,1492,2009,1
9000000,13.04,22088533,7.1,485,2017,10
35000000,12.526,15185241,4.1,365,2000,8
650000,13.778,33245,6.1,501,2010,9
28000000,11.782,7002261,5.9,353,2015,11
46000000,10.024,62870546,6.6,221,2003,3
36000000,16.776,64572262,6.0,1705,2010,3
6400000,14.526,35057696,6.7,906,2011,11
50000000,11.773,159710793,7.1,886,1998,1
825370,11.772,48841,8.1,490,1975,7
200000,13.027,17834867,5.0,478,2014,1
2600000,17.922,15300000,8.1,2204,1995,5
40000000,13.773,145896422,6.4,1168,2007,9
14000000,14.97,38625550,7.1,1059,1986,2
25000000,10.771,15156200,6.0,141,1999,12
50000000,12.522,90450008,6.7,1915,2007,7
11000000,11.52,39363635,7.4,842,1995,12
9600000,13.528,2541554,6.6,344,2015,10
42000000,8.972,11087569,6.3,310,2010,2
2000000,10.518,6671108,6.9,264,1988,2
8272296,13.018,67872296,7.7,1098,1999,4
500000,11.267,10166459,5.4,377,1989,7
50000000,11.517,57059003,6.4,455,1982,6
1200000,14.268,8690429,7.1,750,1998,1
9000000,15.277,4600000,7.0,645,2016,12
393750,13.767,2000000,7.5,507,1935,4
5000000,13.515,16554699,5.5,211,1989,10
6500000,10.767,13368437,5.1,399,2006,7
9000000,10.471,6108720,6.6,1150,2013,8
62000000,11.715,18720175,5.7,385,2001,2
44000000,18.514,165615285,7.5,1890,1996,10
35000000,12.516,42064105,6.7,988,2006,9
12000000,11.017,6890432,6.2,900,2010,2
25000000,18.365,77208711,8.1,4105,2007,12
19885552,11.763,19724334,6.4,274,1993,12
12000000,13.539,20572691,7.1,730,2018,12
2000000,11.517,14400000,5.7,373,2012,8
46000000,15.262,101191884,6.3,1121,2003,1
40000000,13.516,95020213,7.1,1252,2013,12
2000000,8.484,7306,6.0,50,2009,10
25000000,10.513,15431177,7.1,269,2005,9
15000000,18.263,9918093,6.8,1550,2010,9
700000,10.261,4911725,6.7,537,2006,11
7500000,10.259,18869631,6.0,357,1988,8
12500000,11.762,6732980,7.1,378,2010,11
27000000,11.261,17286299,6.1,494,2008,2
12000000,8.033,566611,6.5,324,2005,9
4000000,11.618,192816,4.9,87,1989,11
17900000,15.007,6948633,5.3,493,1985,9
23000000,11.756,43984230,7.6,958,1987,5
80000000,10.757,17626234,6.1,635,1997,12
5000000,13.459,17112713,7.8,659,2009,5
1500000,17.906,19181,8.4,1259,1931,1
80000000,13.255,309492681,6.6,1092,1996,8
36000000,15.258,9612469,5.5,764,2011,10
22000000,18.698,63647656,5.9,2884,2016,5
5,13.755,1,5.6,141,2007,6
17000000,15.005,9500000,7.0,659,2006,6
1500000,12.753,14796236,5.7,211,1980,7
14000000,11.753,35856053,6.7,151,1981,12
18000000,17.753,46201432,4.2,442,2005,10
400000,18.67,5028948,7.8,3871,1975,5
16000000,14.75,92823546,7.4,2597,1989,12
4500000,15.25,27092880,6.9,750,1982,8
45000000,11.502,56070433,5.7,391,2005,5
60000000,10.6,51880044,5.2,105,2000,2
60000000,12.752,78146652,5.9,467,2009,3
8500000,11.255,7500000,5.4,812,2014,5
12500000,18.448,84460846,7.1,1833,1988,11
14000000,11.25,29612137,5.5,281,2005,5
20000000,12.252,50500000,5.4,286,2010,9
75000000,11.748,136982834,6.6,892,1997,8
30,11.7,108609310,5.9,653,2011,3
3500000,16.248,44462,6.4,355,2009,12
2000000,11.497,5967038,6.4,392,2005,11
30000000,17.599,63782078,6.6,2346,2011,7
6000000,14.497,285000,5.9,268,2007,4
50000000,13.247,128406887,5.8,1110,2006,10
3200000,13.246,658573,6.2,319,2005,10
35000000,10.747,77477008,6.1,1045,2010,4
8000000,11.249,9128263,7.1,1098,2012,7
30000000,12.745,19204929,6.0,251,1998,6
25000000,14.703,52395996,6.1,1151,2015,11
12000000,15.193,16647800,6.6,335,1980,1
2500000,11.993,7235,6.6,303,1998,4
15000000,14.695,3533227,6.0,643,2008,7
7000000,12.503,5664764,7.4,789,2016,12
17500000,12.743,19179969,5.9,338,2006,8
50000000,17.492,38955598,7.4,1178,2003,2
80000000,14.742,73521587,6.6,473,1999,4
23000000,10.244,33372606,5.6,913,2011,6
40000000,18.568,262500000,6.3,1945,2004,10
6000000,10.496,9077700,7.6,1146,2015,11
3000000,12.989,23144499,5.3,275,1997,1
80000000,11.99,266728738,6.6,997,2003,12
1200000,9.819,467306,7.0,27,2018,8
10000000,11.241,498974,5.9,793,2010,9
31000000,10.99,15134293,6.3,194,2010,1
22000000,12.736,42313354,6.1,261,1983,5
15000000,17.337,52970014,5.8,543,2002,8
53000000,11.485,157387195,7.1,1032,1995,12
18000000,12.745,88923251,5.8,728,2016,3
18000000,17.734,23000000,8.0,2633,1980,11
22000000,10.24,88880821,7.3,980,2014,6
5952000,18.511,2120439,7.3,1230,1983,4
3500000,11.983,34000000,7.0,712,1985,7
56000000,10.734,12923936,6.1,101,2003,2
8000000,11.313,100523181,7.6,4566,2006,7
13200000,12.481,15171476,5.1,469,1982,11
4000000,18.487,13275000,8.0,2550,1959,8
6000000,15.959,21150265,6.2,632,2019,6
150000000,13.233,292817841,5.3,1231,2009,7
6000000,11.232,57231524,6.1,125,2006,2
35000000,9.982,69307224,5.6,624,2007,4
11000000,11.733,53191886,6.7,1781,2008,2
25500000,12.736,2415472,6.1,321,2013,8
12000000,11.231,15250000,7.0,221,2000,9
30000000,13.037,33448971,6.7,328,2014,1
3000000,15.88,25000000,8.2,1277,1960,6
14000000,12.478,154856263,7.0,1230,1993,1
11000000,18.448,791867,6.7,1664,2009,5
15000000,14.228,10903846,6.8,515,2006,12
4000000,16.877,4257354,5.8,1753,1995,9
8000000,11.235,5659286,7.1,1173,2015,12
80000000,11.977,163733697,5.7,711,2008,11
26000000,13.174,36800000,4.7,282,1994,11
5000000,9.43,9114264,6.9,1162,2013,9
20000000,13.675,37095657,6.3,473,2003,8
26000000,14.225,57891803,6.3,1148,2005,4
3000000,10.673,14182492,6.8,501,1987,10
25000000,13.724,116766556,7.3,2743,2004,10
40000000,13.223,19322135,6.1,1239,2003,9
20000000,11.972,10686841,7.4,477,1997,12
13000000,10.222,17917287,5.5,307,1996,8
15000000,17.672,2856712,6.8,1128,1999,4
7000000,10.977,14618727,7.0,290,2014,10
25530000,9.221,20080020,5.6,211,1996,5
38000000,11.97,28946127,6.5,887,1996,12
10000000,10.47,6203044,7.8,879,1999,10
3000000,11.422,4243957,5.3,204,2009,6
46000000,12.97,100860818,6.4,523,1996,4
86000000,18.372,107944236,6.3,2007,2006,12
8000000,14.618,43000000,7.5,1688,1979,1
3000000,11.569,4109095,5.5,95,1996,11
30250000,15.919,115101622,6.5,616,1995,10
4800000,12.172,10337387,5.9,1730,2013,5
12000000,15.968,41744718,5.5,413,1967,4
3000000,11.487,2847319,6.9,535,2018,1
20000000,13.919,84146832,6.2,988,2007,8
75000000,9.718,93888180,5.4,353,1999,12
4000000,16.166,20045115,7.8,2815,1979,8
10000000,18.343,28883511,7.0,2663,2014,12
60000000,12.716,33956608,5.9,273,1997,10
2500000,14.219,156190,5.6,227,2010,8
15000000,11.965,40577001,7.1,681,1982,12
15000000,11.414,14643997,7.3,914,1985,12
7600000,13.614,55600000,6.0,917,1985,3
500000,10.217,450275,6.1,435,2011,2
60000000,11.414,56359980,5.8,428,2001,1
8000000,9.965,908847,6.3,149,2007,7
8000000,16.114,60378584,7.2,1349,2003,12
385373,11.713,1117920,6.9,468,2005,9
19000000,10.461,110879513,6.6,347,1989,9
250000,16.962,96568,8.2,1224,1950,8
153000,9.962,15306000,7.7,240,1998,10
68000000,11.212,118063304,6.0,699,1997,3
5000000,13.483,470901,5.6,224,2018,8
16500000,10.212,16942795,7.1,422,2003,12
19000000,13.461,39267515,4.1,529,2003,4
12500000,11.466,49002684,6.0,379,2014,2
5037000,12.291,14483352,6.8,86,1961,11
15000000,10.715,1338365,6.2,761,2014,5
75000000,12.41,36754634,6.6,681,2000,6
50000000,14.91,36348784,7.3,1496,2009,1
12000000,9.96,7070330,6.5,322,2008,6
13000000,16.207,97837138,6.8,2391,2002,9
15000000,15.408,96408652,6.8,2632,2008,8
1500000,11.206,7000000,7.5,498,1945,8
11000000,17.911,32935319,7.2,1805,2013,10
10000000,12.208,9322895,5.4,341,2010,5
27000000,9.705,25023434,6.5,532,1996,4
28000000,11.456,30016165,5.7,269,2004,4
20000000,12.206,17807569,5.5,229,2006,9
900000,14.154,2023414,7.1,709,1985,10
90000000,12.458,17177993,5.3,133,2010,11
6000000,13.455,18197398,4.6,290,2007,8
20000000,11.904,21284514,6.6,466,1995,9
32000000,11.707,42045846,6.0,503,2010,8
7000000,12.203,9229401,6.0,158,1990,1
19800000,11.209,41296320,6.6,874,2014,10
20000000,18.217,167722310,6.3,2348,2004,6
60000000,11.452,52322400,6.5,536,2002,2
16000000,9.956,3442853,6.5,508,2014,5
6000000,8.958,769028,6.2,206,2015,9
32000000,12.45,152036382,6.3,707,1996,5
7500000,16.952,26096852,6.9,893,2009,10
10000000,12.418,78720293,6.1,484,2018,5
55000000,12.649,223387299,6.4,1668,2005,9
500000,11.699,142666,7.6,288,2007,6
65000000,16.65,128107642,6.5,2172,2008,7
45000000,12.699,38399961,6.7,365,2006,1
22000000,13.901,61037844,7.6,956,2011,7
20000000,11.446,7237794,6.3,130,1989,12
4000000,9.698,6101046,6.1,185,2007,6
30000000,10.949,33333531,5.5,1219,2009,9
15000000,12.199,8786375,6.3,743,2009,2
4000000,13.695,35564473,7.6,1025,2002,9
32000000,14.446,55305279,6.1,687,2002,1
75000000,9.445,113996937,6.6,475,1999,12
15000000,11.695,9237470,6.2,171,2002,12
20000000,11.946,52900000,6.7,294,2005,11
70000000,17.095,309457509,6.0,1311,1999,7
23000000,10.945,38689940,5.9,241,2001,3
4954500,16.463,18754051,7.5,913,2018,8
25000000,14.395,16159325,5.9,372,2006,10
15000000,13.195,49469904,7.1,525,2006,12
14000000,14.449,12314651,5.2,636,2015,2
6000000,10.382,28202109,5.0,98,1988,11
20000000,14.194,12225023,5.6,334,2009,6
25000000,11.944,51549674,5.4,235,2008,7
50000000,11.692,100020092,6.1,557,2001,9
5000000,12.214,124048,5.5,84,2008,5
25000000,12.441,22611954,5.7,354,1996,6
4920975,15.659,20121318,7.5,464,2018,6
50000000,17.8,62788218,7.1,5410,2016,5
60000000,14.441,74541707,6.4,506,2004,1
4000000,7.941,2426851,6.3,158,2007,9
2900000,11.44,368234,7.5,549,1997,12
50000000,10.89,73956241,7.4,881,1999,9
10000000,12.838,126247,4.5,517,1994,9
3200000,13.348,4267218,6.0,248,2016,5
30000000,9.942,27437881,5.5,1067,2013,3
5000000,17.887,109280263,7.6,2656,2000,5
7000000,15.691,167221571,6.1,2230,2012,6
4000000,14.386,9304609,6.8,888,2002,11
11000000,10.693,61619773,7.4,947,2015,3
250000,10.441,56825,4.6,169,2013,7
18000000,10.186,1738611,7.5,634,1995,8
9000000,12.434,20518905,5.3,127,1985,3
120000,9.438,484592,7.4,363,2011,9
2000000,16.635,70000000,8.1,2291,2006,3
3500000,10.183,16000000,6.6,105,1977,7
13000000,11.932,44726644,6.7,539,1988,2
23000000,11.184,12,6.3,445,2004,1
18000000,13.683,25005257,7.1,895,2007,9
2000000,14.431,45000000,6.2,250,1982,2
28000000,16.184,45236543,5.8,869,2010,1
15000000,15.684,76196538,6.1,994,2010,3
20000000,12.693,23299081,7.4,1045,2017,3
32000000,10.381,40222729,6.4,303,2001,9
2000000,15.632,13831503,6.8,1160,2010,11
13000000,9.936,45300000,5.7,427,2014,6
17500000,15.88,38000000,7.7,1858,2004,4
3500000,17.428,27900000,7.4,396,1993,5
23000000,10.686,46152411,7.2,1465,2016,2
7000000,13.927,8373585,7.2,598,1988,12
55000000,11.678,74237563,6.7,825,2007,9
40000000,13.326,191185897,6.4,1028,1987,6
3000000,10.926,222559,6.9,454,1996,2
80000000,14.177,55041367,5.9,845,2004,12
9000000,14.676,17096053,7.4,1583,1998,11
10000000,13.177,25399945,5.8,569,2007,1
25000000,12.825,96773200,6.2,688,1985,1
40000000,8.426,27053815,5.5,139,2001,7
27000,17.965,3151130,7.4,1617,1994,9
10000000,10.685,4500,5.4,222,2016,6
14000000,12.191,21753365,5.5,332,2018,12
16000000,12.424,48878502,6.4,779,1990,8
26000000,17.958,23229371,5.3,504,2016,11
38000000,16.875,43300000,5.3,73,2016,7
15000000,10.925,35007180,5.6,352,2000,3
22000000,16.126,25806953,6.5,498,2010,5
28000000,15.876,92380927,6.4,1204,2008,7
95000000,12.928,104907746,5.8,1215,2012,9
29000000,11.696,26000000,6.3,541,2018,9
2000000,12.624,9400000,7.3,698,1999,2
587211,10.677,587211,5.5,110,2012,8
12000000,16.825,42345360,8.0,726,2010,11
15000000,15.674,15785148,7.2,1762,2005,5
75000000,12.922,152368585,6.6,820,1991,5
3500000,16.425,4159678,6.6,982,2010,10
45000000,14.675,30353232,5.2,517,2012,10
5700000,12.923,19300483,7.5,738,2009,6
50000000,10.421,31794718,6.2,478,2002,4
60000000,12.921,38364277,6.3,361,2003,11
5000000,11.671,16174377,6.6,493,2008,1
60000000,13.82,86947965,6.0,606,2008,12
19000000,11.887,5059608,5.4,227,2018,1
18000000,14.166,5887457,7.5,1491,1994,9
35000000,10.918,36098382,6.0,670,2004,3
5000000,10.818,5224938,7.4,1814,2010,1
5256817,12.603,70821,5.3,38,2019,10
12000000,10.418,12235843,6.4,271,2008,3
25000000,9.915,8613462,6.7,298,1984,4
30000000,11.916,41480851,6.9,572,2006,9
20000000,10.417,17436509,7.1,364,2009,6
2686000,8.035,6600000,6.2,80,1963,12
5000000,10.416,40266982,7.4,567,2004,3
20000000,11.664,17432163,5.6,194,2003,1
30000000,13.874,8574339,6.3,1893,2016,10
2000000,11.863,11540607,7.5,828,1999,2
5000000,12.363,368744044,6.4,1476,2002,2
3000000,14.933,10452324,7.4,313,2018,9
20000000,14.163,10289,6.3,634,2005,1
40000000,13.362,96618699,6.3,1166,1999,2
5000000,10.411,6880310,5.5,144,1987,11
70000000,11.662,88933562,5.6,751,2005,12
37000000,9.664,95404397,6.9,451,2011,9
19000000,10.914,35387212,6.0,618,2011,4
49900000,10.663,26121638,5.3,882,2011,8
10284523,10.41,11588205,5.8,172,2005,10
25000000,12.409,41604473,5.7,237,2002,5
10000000,13.158,85300000,6.5,532,1981,1
12000000,13.16,11293663,7.1,1135,2007,12
20000000,11.66,18599102,6.0,392,2009,2
25000000,9.607,38748395,6.9,912,1986,12
12000000,9.908,5285197,6.2,133,2007,11
48000000,17.793,50315140,7.2,1510,2001,10
25000000,11.976,10736401,6.0,94,1992,8
850000,13.657,819939,6.9,160,2003,10
6500000,9.327,1548955,6.6,99,2004,7
19500000,9.656,12000000,6.9,153,2004,4
20000000,11.157,5530764,6.6,395,2008,9
6200000,12.354,63541777,6.5,748,1983,5
15000000,7.615,109000000,7.5,247,2007,4
12000000,8.903,37170057,6.0,173,1992,7
25000000,11.908,74188937,6.9,1027,2013,12
45000000,12.404,29625761,7.2,973,2007,9
8000000,12.504,60641,6.6,95,2007,2
20000000,10.403,5781885,6.2,314,1995,8
31000000,13.902,128499205,7.2,833,1985,12
21000000,12.652,17762705,5.2,212,1999,11
3500000,17.355,19504039,6.8,1053,2011,9
5000000,10.902,15719109,5.9,306,1997,9
3000000,16.55,242623,7.4,950,1992,8
9500000,9.906,7800000,6.3,543,2013,6
25000000,11.654,119772232,5.8,339,2012,12
22000000,9.898,64892670,5.6,285,1983,11
10000000,14.148,17287898,7.7,1174,1993,9
53000000,11.149,29700000,5.9,241,2001,5
13800000,9.897,52293982,6.8,782,1986,7
1530000,14.398,7267585,7.3,1372,1998,8
25000000,13.148,15843608,4.8,236,2000,1
800000,8.898,5034794,7.2,240,1996,5
33000000,10.403,9494789,6.8,494,2013,10
108000000,13.408,22678555,6.2,922,2016,12
32000000,10.817,3566637,6.9,94,1997,3
2300000,9.146,35000000,7.6,997,1978,8
20000000,13.897,12482775,6.1,615,2005,10
10000000,11.398,3424648,6.5,280,2011,2
20000000,10.894,47817020,6.3,682,2007,8
13000000,17.661,22863596,7.4,2792,1999,10
29000000,14.892,59509925,6.7,1083,1991,11
75000000,12.093,19598588,5.5,587,1999,8
105000000,12.812,115772733,6.5,2805,2004,11
95000000,15.15,160099222,5.7,3122,2003,7
60000000,12.644,122233971,7.2,2830,2009,10
8000000,8.892,3020601,6.5,101,1998,5
50000000,13.142,56714147,6.1,640,2002,4
9000000,9.89,24538513,7.4,488,2007,5
2500000,13.336,12348905,6.4,586,1971,5
40000000,11.136,8479793,5.2,199,1991,2
1400000,17.564,3000000,8.0,1563,1954,5
15000000,14.391,3020664,5.5,203,2015,10
5000000,13.315,12200000,6.1,31,1959,12
30000000,13.136,32593385,5.8,716,2007,2
1300000,11.832,354704,6.0,65,1987,8
3000000,12.136,11947954,5.4,907,2012,6
25000000,17.556,163670000,6.8,2501,2009,5
4000000,13.381,16853487,6.2,329,1990,9
50000000,11.632,11534477,4.8,171,1995,3
40000000,15.531,58662452,5.2,751,1992,7
17000000,11.135,3696232,5.8,423,2011,10
12000000,10.632,75781642,6.1,271,2002,1
30000000,11.381,12951088,5.9,110,1998,1
4000000,10.881,13474588,7.7,773,1963,5
20000000,11.379,15340000,6.1,219,1994,4
60000000,15.134,8106475,6.2,1924,2012,9
72000000,11.83,37317558,6.7,453,2001,12
6000000,12.134,31081,5.9,583,2012,12
3000000,8.63,9012000,7.4,257,1948,8
12000000,14.346,96800000,7.4,1242,1982,4
15000000,12.882,20601987,6.4,165,2010,12
4000000,14.378,38251425,7.8,2666,1977,4
12000000,13.379,56298474,7.5,1415,2002,8
18000000,10.135,6740647,6.2,1367,2016,12
80000000,12.88,201584141,5.7,601,2010,12
25000000,13.527,24665649,7.1,1378,2002,10
23000000,9.266,20246790,5.8,88,1991,7
5000000,9.381,75143,6.0,173,2014,3
14000000,10.626,19800000,4.9,307,1995,10
7000000,10.377,2697930,7.3,497,2005,9
133000,14.125,361712,8.3,1367,1948,11
55000000,10.625,18626419,5.9,466,1996,8
42000000,12.374,32168970,5.7,400,2000,2
22000000,16.372,77737889,7.5,1498,1982,11
30000000,12.374,61255921,7.0,335,2004,8
60000000,11.123,149705852,6.3,511,1999,6
25000000,11.373,36351350,5.6,288,2005,2
23000000,14.871,7434726,6.3,221,1991,8
30000000,13.136,8484418,7.0,1038,2017,9
8500000,12.132,23316139,6.9,271,2016,7
19000000,15.371,68673228,7.5,1291,2006,12
11500000,10.872,186702,7.0,293,2008,12
3000000,11.368,29800000,7.6,1114,1973,5
7000000,8.08,70642966,6.2,57,2008,1
11700000,13.618,88036683,6.8,515,1992,10
19400000,17.43,26910847,7.3,751,2006,9
9000000,10.617,13277558,6.5,228,1982,9
70000000,17.426,116672912,6.3,793,1998,6
5000000,14.132,5728,4.8,255,2017,1
22000000,15.467,33788161,6.4,997,2001,8
1000000,15.116,21378361,6.7,814,1980,8
37000000,13.367,40846082,5.4,508,1999,10
50000000,17.372,173649015,6.1,1766,2013,12
4000000,16.621,44349000,7.5,3790,2014,5
2500000,16.266,9500000,7.7,2926,1961,6
30000000,14.615,70200000,5.7,742,1989,9
3500000,9.667,3400977,7.2,256,2019,8
21000000,15.515,71441250,7.5,2982,2001,12
6900000,15.864,7993039,7.4,1302,1993,9
15000000,13.623,20609977,6.1,752,2016,4
6000000,13.063,42721196,6.6,384,1987,2
11000000,8.862,15313606,7.4,397,1979,3
2000000,12.362,18016290,6.6,583,1972,6
4000000,14.612,30471420,6.5,473,1978,11
14700000,12.865,8049666,5.8,344,2008,6
1500000,11.615,32000,6.4,372,2009,6
7500000,11.361,129795554,7.0,649,1982,7
45000000,12.861,21009180,5.9,538,2004,12
45000000,12.361,65470529,6.3,951,2004,3
11000000,12.858,8266343,6.4,987,1990,5
100000000,17.311,94882889,6.5,1521,2010,11
15000000,10.56,27293743,6.5,592,2010,7
20000000,17.108,7563728,6.2,774,1995,9
2000000,14.308,5364858,5.5,440,2007,8
12000000,12.355,40716963,6.9,110,1981,11
12000000,11.698,2000371,3.9,53,2009,4
30000000,13.108,63833449,5.9,442,2008,4
37000000,13.608,100076342,5.9,826,2008,3
3600000,12.006,44785053,7.5,756,1969,5
60000000,9.356,55003135,5.8,794,2002,6
22000000,14.604,17336370,5.3,468,1987,7
27000000,15.856,6700000,6.4,833,2005,11
10000000,12.855,365734,5.5,133,2004,8
5000000,14.353,1862805,7.0,356,1992,2
160000,8.605,20710513,7.4,864,2007,3
26000000,9.853,160188546,6.9,709,1989,8
7000000,13.353,16624456,5.5,477,1992,7
28000000,13.604,14010832,5.1,661,2001,8
1746964,10.102,2181987,8.1,905,1984,5
26000000,13.555,29657751,6.3,887,2012,9
55000000,12.353,65784503,5.3,441,2003,10
40000000,16.352,152266007,7.2,1236,1996,7
11000000,11.35,91258000,6.3,250,1986,6
35000000,9.851,13678913,6.0,131,2001,8
85000000,14.1,78382433,5.7,892,2002,6
10000000,13.598,26488734,6.1,1052,1995,10
50000000,8.849,10382407,5.7,266,1995,10
38000000,10.598,153518974,5.9,467,1990,8
5000000,10.684,40400,6.4,86,2013,11
14000000,17.241,320145693,6.8,828,1987,11
70000000,14.847,65977295,5.4,473,2002,7
20000000,10.101,713616,5.3,270,2012,7
25000000,8.846,35,5.5,173,1992,8
2500000,13.347,10250000,7.6,810,1956,5
38000000,12.096,122417389,6.4,788,1997,12
12700000,9.6,3430018,6.7,187,2013,8
12000000,7.597,1644755,6.3,186,2009,9
1880006,12.594,26713187,6.9,517,1987,12
5000000,10.098,3142154,6.2,478,2011,8
10000000,9.848,89237,6.3,569,2012,9
4000000,14.594,11744471,8.0,1601,1963,6
19000000,16.6,5578519,6.7,574,2015,9
17000000,10.842,10006806,7.3,246,1988,5
67000000,13.844,25303038,5.5,522,2007,4
5000000,16.842,60000000,7.2,660,1980,10
15000000,12.598,30127963,6.6,230,2014,8
60000000,12.341,137783840,6.7,759,1992,5
26000000,10.592,116400000,6.6,476,1996,9
12000000,9.571,15945534,5.5,91,1986,8
19000000,15.044,49830607,6.2,1294,2010,11
17000000,10.544,14899417,6.7,369,2009,5
4478250,9.095,88823111,6.2,638,2011,8
30000000,12.592,25473093,5.4,604,2005,8
3500000,11.09,2341309,4.3,184,1994,4
51000000,15.341,36911617,4.9,193,1999,5
300000,10.842,7808524,7.8,75,2003,11
25000000,11.84,15704614,5.8,248,1989,3
1000000,10.853,5398976,6.7,104,2017,7
5000000,10.09,2466444,6.2,162,2003,10
32000000,14.241,60740827,7.2,1965,2005,9
22000000,10.59,68296293,7.2,641,2003,8
730000,9.84,8000000,7.7,863,1952,9
1500000,7.349,2044892,6.4,61,1983,4
18000000,10.338,676698,6.7,197,2002,1
8000000,10.091,18124262,6.9,206,2010,5
34000000,11.837,48169908,7.5,953,1992,11
90000000,17.143,60289912,7.4,1132,1999,10
7000000,12.039,31430334,6.8,1311,2009,9
112,10.091,587615,5.9,329,2013,2
9000000,11.588,4886216,6.0,110,2008,1
14350531,12.589,3964682,6.4,1403,2011,12
10000000,10.039,4349187,6.1,317,2010,10
3000000,12.336,3076820,6.2,290,1999,1
17000000,11.834,44456478,6.6,595,1993,9
3200000,12.788,14311701,6.9,676,2011,9
7000000,11.084,14665733,7.5,514,1982,6
7000000,9.836,7644937,6.1,547,2010,11
60000000,11.836,39031337,4.7,685,2008,12
3500000,15.493,4944386,7.0,71,2019,3
14500000,12.333,65497208,5.6,965,2003,1
11000000,9.582,49797148,6.8,450,1989,2
318000,15.587,121179,6.4,344,2014,4
50000000,11.833,25195000,5.4,317,2004,2
33000000,17.09,49100000,6.0,1558,2014,12
5000000,13.28,12232628,6.6,194,1983,4
14000000,12.08,161001698,7.0,1014,1989,2
20000000,11.981,75597042,6.7,248,2002,3
40000000,13.78,107198790,6.1,462,1993,7
25000000,11.33,4152230,6.0,371,1999,4
6000000,14.781,48027970,7.5,1327,2006,12
30000000,14.33,13001257,6.6,361,2004,3
13749400,8.847,2842040,6.0,435,2018,4
14000000,10.332,46495,6.3,175,2011,9
60000000,11.078,186883563,6.9,752,1998,5
18000000,12.078,101564935,5.7,928,2003,9
9000000,15.577,25000000,6.7,544,1976,6
13500000,12.828,7060876,7.1,386,2000,11
10000000,10.579,17297244,6.3,274,2005,12
57000000,11.578,52034889,6.1,774,2005,6
5000000,11.589,5042014,6.0,723,2017,3
24000000,10.829,31410151,5.3,281,2011,9
6000000,11.195,12000000,6.0,79,1995,5
15000000,10.825,67182787,7.2,151,1980,7
35000000,12.28,112544580,7.4,2501,2013,11
29000000,12.075,16930185,5.4,191,2002,8
12800000,17.027,40031879,7.9,1081,2000,5
6000000,16.825,102308889,7.6,1367,1969,9
7100000,7.826,18000000,7.3,117,2013,7
68000000,12.072,77224232,5.8,480,1995,11
20000000,9.071,11390479,6.0,210,1992,6
25000000,10.52,2800000,7.1,630,1994,11
9300000,12.019,546545,6.3,369,1981,7
10000000,12.572,77527732,6.1,739,2009,3
2800000,11.081,3600000,5.6,165,2017,4
15000000,11.82,16633035,6.7,745,2009,9
30000000,12.318,6100000,5.6,103,1998,5
40000000,11.068,18902015,3.6,235,2002,9
5000000,8.32,2852915,6.8,111,2009,11
3500000,13.574,615816,5.9,222,2016,1
45000000,12.068,57881056,5.6,699,2009,7
16000000,10.573,2084628,6.1,995,2015,7
532673,11.067,3000000,6.9,378,2004,1
2500000,9.815,50700000,7.5,930,1967,7
7000000,11.564,793775,5.8,131,1989,8
23000000,13.181,53187659,6.8,3140,2000,2
60000000,10.314,32095318,5.2,160,2001,5
75000000,11.314,54249294,5.6,237,2001,10
60000000,12.814,128038368,6.5,814,1998,5
11000000,10.313,242780960,6.1,624,1987,11
20000000,9.315,1017401,5.5,280,2009,6
2000000,12.813,4601043,6.4,1021,2003,8
30000000,11.771,4212494,5.8,780,2016,4
6500000,9.561,2347000,6.9,149,1986,4
68000000,10.812,29762011,5.8,520,1999,6
90000000,13.813,102000000,5.6,861,2004,10
6000000,10.062,4398989,5.3,157,1999,5
38000000,9.813,29907685,4.9,300,2006,11
18000000,11.81,46908987,6.7,579,1989,12
48000000,10.561,22420000,6.2,206,1997,10
45000000,16.211,306776732,7.2,1765,2002,12
8138338,10.82,1864266,6.3,122,2016,7
16000000,10.059,17374595,6.5,330,1981,5
10000000,13.814,9636289,6.5,1390,2012,6
26000000,11.809,61489265,6.4,955,1990,10
40000000,15.56,120455994,7.0,1237,2006,2
18000000,10.759,8038061,7.0,373,1997,5
12500000,8.308,10725228,7.4,712,1992,9
70000000,12.059,57958696,5.8,832,2004,9
7000000,11.799,13818181,2.8,225,2003,11
1344000,8.557,13500000,7.1,128,1942,3
10000000,14.506,20766616,7.0,855,1983,10
32000000,10.056,16283667,5.7,509,1990,10
15000000,11.306,28733290,6.5,417,1984,7
